time,device_id,region,gps_class,balloon_lat,balloon_lon,balloon_alt,lora_sf,gateway_id,gw_lat,gw_lon,rssi,snr,anonymized,has_coords,gc_km,slant_km,elev_gw_deg,depr_balloon_deg,azimuth_deg,phase
2026-05-17 21:04:36.472483+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7.0,packetbroker,34.459499,-120.446017,-110,-0.5,True,True,260.52279288712685,260.7381123647094,0.3499047657970208,2.6928392943746804,156.65349898801924,ascent
2026-05-17 21:04:36.472483+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7.0,packetbroker,34.022353000714745,-119.87009102350135,-117,-3.8,True,True,327.10937627032877,327.3243720901643,-0.2591932020173076,2.6825680304340813,151.3407217091501,ascent
2026-05-17 21:09:44.467554+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7.0,packetbroker,34.51642256207313,-120.45803904533388,-109,2.5,True,True,254.2621487314827,254.47760810115506,0.4155088683268276,2.7021401491127874,156.33215611956325,ascent
2026-05-17 21:09:44.467554+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7.0,packetbroker,34.459499,-120.446017,-111,-2.0,True,True,260.52279288712685,260.7381123647094,0.3499047657970208,2.6928392943746804,156.65349898801924,ascent
2026-05-17 21:09:44.467554+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7.0,packetbroker,34.490621,-120.463011,-111,-2.5,True,True,256.7291163767595,256.9445148680826,0.3894400929174566,2.6982573161038306,156.67623500848333,ascent
2026-05-17 21:14:52.612448+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7.0,packetbroker,34.51642256207313,-120.45803904533388,-111,0.2,True,True,254.2621487314827,254.47760810115506,0.4155088683268276,2.7021401491127874,156.33215611956325,ascent
2026-05-17 21:14:52.612448+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7.0,packetbroker,34.490621,-120.463011,-112,-4.5,True,True,256.7291163767595,256.9445148680826,0.3894400929174566,2.6982573161038306,156.67623500848333,ascent
2026-05-17 21:14:52.612448+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7.0,packetbroker,34.459499,-120.446017,-113,-3.0,True,True,260.52279288712685,260.7381123647094,0.3499047657970208,2.6928392943746804,156.65349898801924,ascent
2026-05-17 21:14:52.612448+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7.0,packetbroker,34.022353000714745,-119.87009102350135,-115,-2.0,True,True,327.10937627032877,327.3243720901643,-0.2591932020173076,2.6825680304340813,151.3407217091501,ascent
2026-05-17 21:20:00.764822+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7.0,packetbroker,34.490621,-120.463011,-107,1.5,True,True,256.7291163767595,256.9445148680826,0.3894400929174566,2.6982573161038306,156.67623500848333,ascent
2026-05-17 21:20:00.764822+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7.0,packetbroker,34.51642256207313,-120.45803904533388,-110,3.5,True,True,254.2621487314827,254.47760810115506,0.4155088683268276,2.7021401491127874,156.33215611956325,ascent
2026-05-17 21:20:00.764822+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7.0,packetbroker,34.459499,-120.446017,-112,-0.2,True,True,260.52279288712685,260.7381123647094,0.3499047657970208,2.6928392943746804,156.65349898801924,ascent
2026-05-17 21:20:00.764822+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7.0,packetbroker,33.99601774009769,-119.7169715166092,-117,-4.0,True,True,336.43415049355804,336.6490202676922,-0.3347120885675683,2.690908737344601,149.44132263479798,ascent
2026-05-17 21:20:00.764822+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7.0,packetbroker,34.022353000714745,-119.87009102350135,-117,-1.8,True,True,327.10937627032877,327.3243720901643,-0.2591932020173076,2.6825680304340813,151.3407217091501,ascent
2026-05-17 21:25:08.807886+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7.0,packetbroker,34.490621,-120.463011,-111,-4.5,True,True,256.7291163767595,256.9445148680826,0.3894400929174566,2.6982573161038306,156.67623500848333,ascent
2026-05-17 21:25:08.807886+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7.0,packetbroker,34.51642256207313,-120.45803904533388,-112,-1.8,True,True,254.2621487314827,254.47760810115506,0.4155088683268276,2.7021401491127874,156.33215611956325,ascent
2026-05-17 21:25:08.807886+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7.0,packetbroker,34.459499,-120.446017,-113,-5.5,True,True,260.52279288712685,260.7381123647094,0.3499047657970208,2.6928392943746804,156.65349898801924,ascent
2026-05-17 21:30:17.007547+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7.0,packetbroker,33.99601774009769,-119.7169715166092,-108,3.0,True,True,336.43415049355804,336.6490202676922,-0.3347120885675683,2.690908737344601,149.44132263479798,ascent
2026-05-17 21:30:17.007547+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7.0,packetbroker,34.490621,-120.463011,-111,-8.0,True,True,256.7291163767595,256.9445148680826,0.3894400929174566,2.6982573161038306,156.67623500848333,ascent
2026-05-17 21:30:17.007547+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7.0,packetbroker,34.51642256207313,-120.45803904533388,-112,-1.2,True,True,254.2621487314827,254.47760810115506,0.4155088683268276,2.7021401491127874,156.33215611956325,ascent
2026-05-17 21:30:17.007547+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7.0,packetbroker,,,-114,-5.0,True,False,,,,,,ascent
2026-05-17 21:35:25.510978+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7.0,packetbroker,34.490621,-120.463011,-109,-4.5,True,True,256.7291163767595,256.9445148680826,0.3894400929174566,2.6982573161038306,156.67623500848333,ascent
2026-05-17 21:35:25.510978+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7.0,packetbroker,34.022353000714745,-119.87009102350135,-110,4.0,True,True,327.10937627032877,327.3243720901643,-0.2591932020173076,2.6825680304340813,151.3407217091501,ascent
