time,device_id,lat,lon,altitude_m,battery_voltage,solar_voltage,ambient_lux,uv_index
2026-05-18T00:49:46.703387+00:00,stratolink-3,32.8720291,-118.3905433,9621,5.362,5.064,8738,4
2026-05-18T01:00:03.491212+00:00,stratolink-3,32.8720291,-118.3905433,9621,5.366,5.038,8738,4
2026-05-18T01:05:11.573582+00:00,stratolink-3,32.8720291,-118.3905433,9621,5.364,5.006,8738,3
2026-05-18T01:10:20.468092+00:00,stratolink-3,32.8720291,-118.3905433,9621,5.362,5.114,8738,0
2026-05-18T01:15:29.70531+00:00,stratolink-3,32.8720291,-118.3905433,9621,5.366,5.464,8738,3
2026-05-18T01:20:37.465908+00:00,stratolink-3,32.8720291,-118.3905433,9621,5.374,4.994,8738,2
2026-05-18T01:25:45.265547+00:00,stratolink-3,32.8720291,-118.3905433,9621,5.378,5.09,8738,3
2026-05-18T01:30:54.269827+00:00,stratolink-3,32.8720291,-118.3905433,9621,5.382,5.104,8738,3
2026-05-18T01:36:03.725847+00:00,stratolink-3,32.8720291,-118.3905433,9621,5.36,5.052,8738,2
2026-05-18T01:41:37.822621+00:00,stratolink-3,,,,5.384,5.104,8738,2
2026-05-18T01:46:57.861875+00:00,stratolink-3,32.2186566,-117.8586064,9648,5.362,5.078,8738,2
2026-05-18T01:52:35.624699+00:00,stratolink-3,,,,5.36,5.044,8738,1
2026-05-18T01:58:08.403854+00:00,stratolink-3,,,,5.374,5.064,8738,2
2026-05-18T02:03:07.181669+00:00,stratolink-3,32.0126413,-117.7218973,9682,5.372,5.05,8738,2
2026-05-18T02:08:15.693863+00:00,stratolink-3,32.0126413,-117.7218973,9682,5.382,4.078,8738,1
2026-05-18T02:13:23.87159+00:00,stratolink-3,32.0126413,-117.7218973,9682,5.366,4.96,8738,2
2026-05-18T02:18:31.809138+00:00,stratolink-3,32.0126413,-117.7218973,9682,5.366,5.018,8738,2
2026-05-18T02:23:40.256089+00:00,stratolink-3,32.0126413,-117.7218973,9682,5.38,4.682,8738,1
2026-05-18T02:28:39.170536+00:00,stratolink-3,,,,3.366,3.288,8738,1
2026-05-18T02:43:39.781789+00:00,stratolink-3,,,,3.326,3.026,1388,0
2026-05-18T02:58:41.626864+00:00,stratolink-3,,,,3.324,2.17,79,0
2026-05-19T13:58:18.576073+00:00,stratolink-3,31.0028812,-111.7093083,9736,5.308,4.22,8738,1
2026-05-19T14:08:34.129495+00:00,stratolink-3,31.0028812,-111.7093083,9736,5.41,5.096,8738,2
2026-05-19T16:15:11.280776+00:00,stratolink-3,,,,5.38,4.94,8738,1
2026-05-19T22:28:54.34176+00:00,stratolink-3,34.7793016,-106.1268084,9814,5.364,5.076,8738,1
2026-05-19T22:39:27.489014+00:00,stratolink-3,,,,5.206,2.202,8738,1
2026-05-19T22:45:00.95039+00:00,stratolink-3,,,,5.372,4.998,8738,1
2026-05-19T22:50:32.910237+00:00,stratolink-3,,,,5.362,5.05,8738,1
2026-05-19T22:56:06.188202+00:00,stratolink-3,,,,5.364,5.094,8738,1
2026-05-19T23:01:39.159171+00:00,stratolink-3,,,,5.382,5.054,8738,3
2026-05-19T23:07:11.655324+00:00,stratolink-3,,,,5.334,4.316,8738,1
2026-05-19T23:12:43.954244+00:00,stratolink-3,,,,5.38,5.104,8738,0
2026-05-19T23:18:16.795767+00:00,stratolink-3,,,,5.37,5.07,8738,0
2026-05-19T23:19:12.480382+00:00,stratolink-3,,,,5.372,4.916,8738,5
2026-05-19T23:24:45.237735+00:00,stratolink-3,,,,5.372,5.006,8738,3
2026-05-19T23:30:18.381326+00:00,stratolink-3,,,,4.95,3.97,8738,1
2026-05-29T17:46:03.175749+00:00,stratolink-3,36.889307,-4.5321937,10034,4.728,3.864,8738,1
2026-05-29T17:51:02.14536+00:00,stratolink-3,,,,3.386,3.276,8738,0
2026-05-29T17:58:47.143355+00:00,stratolink-3,36.889307,-4.5321937,10034,5.366,4.832,8738,3
2026-05-29T18:03:55.424526+00:00,stratolink-3,36.889307,-4.5321937,10034,5.36,4.896,8738,3
2026-05-29T18:09:03.375724+00:00,stratolink-3,36.889307,-4.5321937,10034,5.052,4.098,8738,1
2026-05-29T18:14:11.577048+00:00,stratolink-3,36.889307,-4.5321937,10034,5.362,4.98,8738,2
2026-05-29T18:19:20.031349+00:00,stratolink-3,36.889307,-4.5321937,10034,4.27,3.672,8738,1
2026-05-29T18:29:26.097416+00:00,stratolink-3,36.889307,-4.5321937,10034,5.346,4.552,8738,0
2026-05-29T18:34:34.19503+00:00,stratolink-3,36.889307,-4.5321937,10034,5.332,4.252,8738,0
2026-05-29T18:39:42.053919+00:00,stratolink-3,36.889307,-4.5321937,10034,5.374,5.024,8738,2
2026-05-29T18:44:50.293898+00:00,stratolink-3,36.889307,-4.5321937,10034,5.364,4.988,8738,2
2026-05-29T18:49:58.540228+00:00,stratolink-3,36.889307,-4.5321937,10034,5.09,4.06,7614,0
2026-05-29T18:55:06.731565+00:00,stratolink-3,36.889307,-4.5321937,10034,4.776,3.814,7310,0
2026-05-29T19:00:05.97019+00:00,stratolink-3,,,,3.39,3.232,6592,0
2026-05-29T19:15:03.066889+00:00,stratolink-3,,,,3.384,3.224,4136,1
2026-05-29T19:30:00.33828+00:00,stratolink-3,,,,3.328,3.096,1608,1
2026-05-29T19:45:04.098429+00:00,stratolink-3,,,,3.324,2.872,362,0
2026-05-28T07:38:01.361177+00:00,stratolink-3-eu,40.3360686,-6.9306294,9966,5.378,5.062,8738,4
2026-05-28T07:43:09.241405+00:00,stratolink-3-eu,40.3360686,-6.9306294,9966,5.36,5.09,8738,4
2026-05-28T07:48:17.432859+00:00,stratolink-3-eu,40.3360686,-6.9306294,9966,5.374,5.114,8738,4
2026-05-28T07:53:25.76156+00:00,stratolink-3-eu,40.3360686,-6.9306294,9966,4.69,3.796,8738,1
2026-05-28T07:58:33.579751+00:00,stratolink-3-eu,40.3360686,-6.9306294,9966,5.38,5.09,8738,4
2026-05-28T08:03:41.691948+00:00,stratolink-3-eu,40.3360686,-6.9306294,9966,5.364,5.08,8738,4
2026-05-28T08:08:49.819537+00:00,stratolink-3-eu,40.3360686,-6.9306294,9966,5.36,5.076,8738,3
2026-05-28T08:13:51.314686+00:00,stratolink-3-eu,40.3360686,-6.6141145,10020,5.372,5.09,8738,4
2026-05-28T08:17:03.123266+00:00,stratolink-3-eu,40.5546212,-6.6065457,10016,5.372,5.074,8738,3
2026-05-28T08:22:11.0723+00:00,stratolink-3-eu,40.5546212,-6.6065457,10016,5.376,5.1,8738,3
2026-05-28T08:27:19.1419+00:00,stratolink-3-eu,40.5546212,-6.6065457,10016,5.362,5.012,8738,1
2026-05-28T08:32:27.340426+00:00,stratolink-3-eu,40.5546212,-6.6065457,10016,5.384,5.386,8738,3
2026-05-28T08:37:35.413586+00:00,stratolink-3-eu,40.5546212,-6.6065457,10016,5.364,5.052,8738,3
2026-05-28T08:42:43.328515+00:00,stratolink-3-eu,40.5546212,-6.6065457,10016,5.364,5.076,8738,4
2026-05-28T08:47:51.28212+00:00,stratolink-3-eu,40.5546212,-6.6065457,10016,5.372,5.052,8738,3
2026-05-28T08:52:59.562988+00:00,stratolink-3-eu,40.5546212,-6.6065457,10016,5.38,4.98,8738,3
2026-05-28T08:58:07.426092+00:00,stratolink-3-eu,40.5546212,-6.6065457,10016,5.374,5.05,8738,4
2026-05-28T09:03:15.355866+00:00,stratolink-3-eu,40.5546212,-6.6065457,10016,5.366,5.078,8738,4
2026-05-28T09:08:23.419322+00:00,stratolink-3-eu,40.5546212,-6.6065457,10016,5.37,5.038,8738,2
2026-05-28T09:13:31.432696+00:00,stratolink-3-eu,40.5546212,-6.6065457,10016,5.362,5.088,8738,3
2026-05-28T09:18:39.689468+00:00,stratolink-3-eu,40.5546212,-6.6065457,10016,5.36,5.076,8738,4
2026-05-28T09:22:25.132759+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.38,5.09,8738,3
2026-05-28T09:27:33.324738+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.372,4.98,8738,1
2026-05-28T09:32:41.301462+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,4.708,3.864,8738,1
2026-05-28T09:37:49.327955+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.284,4.174,8738,1
2026-05-28T09:42:57.275987+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.366,5.026,8738,1
2026-05-28T09:48:05.634582+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.372,4.974,8738,1
2026-05-28T09:53:13.598918+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.36,4.904,8738,1
2026-05-28T09:58:21.756531+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.388,4.95,8738,1
2026-05-28T10:03:30.104653+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.38,5.032,8738,1
2026-05-28T10:08:38.059462+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.382,4.676,8738,1
2026-05-28T10:13:46.141721+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.36,5.026,8738,1
2026-05-28T10:18:54.539562+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.384,4.846,8738,1
2026-05-28T10:24:02.653399+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.36,4.998,8738,1
2026-05-28T10:29:10.771534+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.38,5.022,8738,3
2026-05-28T10:34:18.666285+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.36,4.996,8738,1
2026-05-28T10:39:26.738504+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.386,4.794,8738,1
2026-05-28T10:44:35.290478+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.386,4.754,8738,1
2026-05-28T10:49:43.627088+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.36,4.97,8738,1
2026-05-28T10:54:52.041271+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.376,4.896,8738,1
2026-05-28T11:00:00.4307+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.388,4.946,8738,1
2026-05-28T11:05:08.337085+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.372,5.034,8738,4
2026-05-28T11:10:16.453827+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.374,5.012,8738,1
2026-05-28T11:15:24.602888+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.362,5.018,8738,3
2026-05-28T11:20:32.524525+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.372,4.958,8738,1
2026-05-28T11:25:40.463498+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.36,5.05,8738,2
2026-05-28T11:30:48.685469+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.38,5.024,8738,3
2026-05-28T11:35:56.878674+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.386,4.992,8738,1
2026-05-28T11:41:05.215473+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.38,4.94,8738,3
2026-05-28T11:46:13.551682+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.38,4.998,8738,3
2026-05-28T11:51:21.953081+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.366,4.982,8738,2
2026-05-28T11:56:30.566463+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.366,4.896,8738,1
2026-05-28T12:01:39.07201+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.36,4.96,8738,2
2026-05-28T12:06:47.531848+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.374,4.928,8738,1
2026-05-28T12:11:56.303346+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.366,4.936,8738,2
2026-05-28T12:17:05.090548+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.366,4.818,8738,1
2026-05-28T12:22:14.02168+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.364,4.958,8738,1
2026-05-28T12:27:23.509669+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.384,4.948,8738,1
2026-05-28T12:32:32.112158+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.366,4.986,8738,1
2026-05-28T12:37:41.207846+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.388,4.742,8738,1
2026-05-28T12:42:50.073661+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.366,4.94,8738,3
2026-05-28T12:47:58.211874+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.36,4.844,8738,1
2026-05-28T12:53:06.378319+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.37,5.014,8738,0
2026-05-28T12:58:14.576536+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.364,5.012,8738,1
2026-05-28T13:03:22.735773+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.36,4.96,8738,1
2026-05-28T13:08:30.927035+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.364,4.974,8738,1
2026-05-28T13:13:38.935033+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.36,5.024,8738,1
2026-05-28T13:18:46.949853+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.38,4.998,8738,3
2026-05-28T13:23:54.76021+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.374,5.064,8738,3
2026-05-28T13:29:02.777645+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.36,5.002,8738,2
2026-05-28T13:34:11.172466+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.36,4.958,8738,1
2026-05-28T13:39:19.590452+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.364,4.948,8738,5
2026-05-28T13:44:27.783505+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.364,4.96,8738,1
2026-05-28T13:49:36.495716+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.366,4.972,8738,1
2026-05-28T13:54:44.614591+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.388,4.792,8738,1
2026-05-28T13:59:52.660848+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.372,4.858,8738,1
2026-05-28T14:05:00.592666+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.364,4.954,8738,2
2026-05-28T14:10:08.659962+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.362,4.982,8738,3
2026-05-28T14:15:16.646826+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.362,4.908,8738,1
2026-05-28T14:20:24.714596+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.38,5.006,8738,1
2026-05-28T14:25:32.714699+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.37,4.972,8738,1
2026-05-28T14:30:40.755758+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.388,4.754,8738,1
2026-05-28T14:35:48.641691+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.38,4.988,8738,3
2026-05-28T14:40:56.572559+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.388,4.794,8738,1
2026-05-28T14:46:04.445827+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.38,4.782,8738,1
2026-05-28T14:51:12.627545+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.064,4,8738,1
2026-05-28T14:56:20.62923+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.364,4.484,8738,1
2026-05-28T15:01:29.133492+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.372,5.032,8738,3
2026-05-28T15:06:37.316215+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.36,4.444,8738,1
2026-05-28T15:11:45.252847+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.364,4.95,8738,3
2026-05-28T15:16:53.169426+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.362,4.434,8738,1
2026-05-28T15:22:01.184127+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.37,4.882,8738,1
2026-05-28T15:27:09.005908+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.374,5.018,8738,3
2026-05-28T15:32:17.087608+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.366,4.954,8738,2
2026-05-28T15:37:24.955239+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.394,4.786,8738,1
2026-05-28T15:42:32.939101+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.366,4.794,8738,1
2026-05-28T15:47:41.25305+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.366,5.032,8738,4
2026-05-28T15:52:49.131836+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.364,4.95,8738,4
2026-05-28T15:57:56.979299+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.374,5.06,8738,3
2026-05-28T16:03:04.910236+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.258,4.148,8738,7
2026-05-28T16:08:12.826148+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.256,4.124,8738,4
2026-05-28T16:13:20.669795+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.364,5.074,8738,3
2026-05-28T16:18:28.751955+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.23,4.132,8738,1
2026-05-28T16:23:36.937299+00:00,stratolink-3-eu,40.6257961,-6.428663,10009,5.374,4.954,8738,1
2026-05-28T16:28:37.15302+00:00,stratolink-3-eu,40.6167805,-5.3651522,10041,5.322,4.342,8738,1
2026-05-28T16:33:45.444434+00:00,stratolink-3-eu,40.6167805,-5.3651522,10041,5.366,4.806,8738,1
2026-05-28T16:38:53.749522+00:00,stratolink-3-eu,40.6167805,-5.3651522,10041,5.298,4.124,8738,1
2026-05-28T16:44:01.250128+00:00,stratolink-3-eu,40.6167805,-5.3651522,10041,5.374,5.1,8738,4
2026-05-28T16:49:09.690791+00:00,stratolink-3-eu,40.6167805,-5.3651522,10041,4.922,4,8738,1
2026-05-28T16:54:17.6029+00:00,stratolink-3-eu,40.6167805,-5.3651522,10041,5.372,4.868,8738,1
2026-05-28T16:59:25.685602+00:00,stratolink-3-eu,40.6167805,-5.3651522,10041,5.36,5.012,8738,4
2026-05-28T17:04:33.698437+00:00,stratolink-3-eu,40.6167805,-5.3651522,10041,4.92,3.994,8738,1
2026-05-28T17:09:35.131401+00:00,stratolink-3-eu,40.6167805,-5.3064298,10020,5.372,5.096,8738,4
2026-05-28T17:14:41.657506+00:00,stratolink-3-eu,40.5472281,-5.3064298,10020,5.296,4.162,8738,1
2026-05-28T17:19:49.822819+00:00,stratolink-3-eu,40.5472281,-5.3064298,10020,5.312,4.252,8738,1
2026-05-28T17:24:57.657446+00:00,stratolink-3-eu,40.5472281,-5.3064298,10020,5.372,5.018,8738,3
2026-05-28T17:30:05.556686+00:00,stratolink-3-eu,40.5472281,-5.3064298,10020,5.39,4.692,8738,0
2026-05-28T17:35:13.603915+00:00,stratolink-3-eu,40.5472281,-5.3064298,10020,5.364,4.974,8738,4
2026-05-28T17:40:21.528044+00:00,stratolink-3-eu,40.5472281,-5.3064298,10020,5.358,3.968,8738,1
2026-05-28T17:45:29.806066+00:00,stratolink-3-eu,40.5472281,-5.3064298,10020,4.612,3.742,8738,1
2026-05-28T17:50:37.839139+00:00,stratolink-3-eu,40.5472281,-5.3064298,10020,4.132,3.596,8738,1
2026-05-28T18:00:43.981379+00:00,stratolink-3-eu,40.5472281,-5.3064298,10020,5.38,5.006,8738,4
2026-05-28T18:05:51.842517+00:00,stratolink-3-eu,40.5472281,-5.3064298,10020,5.362,5.06,8738,2
2026-05-28T18:11:00.075121+00:00,stratolink-3-eu,40.5472281,-5.3064298,10020,4.906,3.954,8738,1
2026-05-28T18:16:08.243936+00:00,stratolink-3-eu,40.5472281,-5.3064298,10020,5.206,4.054,8738,1
2026-05-28T18:21:16.226105+00:00,stratolink-3-eu,40.5472281,-5.3064298,10020,4.684,3.814,8738,1
2026-05-28T18:26:24.191926+00:00,stratolink-3-eu,40.5472281,-5.3064298,10020,5.114,4.046,8738,0
2026-05-28T18:31:32.249545+00:00,stratolink-3-eu,40.5472281,-5.3064298,10020,5.366,4.962,8738,3
2026-05-28T18:36:39.766139+00:00,stratolink-3-eu,40.5472281,-5.3064298,10020,5.366,5.024,8738,3
2026-05-28T18:41:47.316307+00:00,stratolink-3-eu,40.5472281,-5.3064298,10020,5.38,5.052,8738,2
2026-05-28T18:46:55.408579+00:00,stratolink-3-eu,40.5472281,-5.3064298,10020,5.362,4.998,8738,2
2026-05-28T18:52:03.355429+00:00,stratolink-3-eu,40.5472281,-5.3064298,10020,5.372,4.954,8738,2
2026-05-28T18:57:11.301998+00:00,stratolink-3-eu,40.5472281,-5.3064298,10020,5.364,4.98,8738,2
2026-05-28T19:02:19.23018+00:00,stratolink-3-eu,40.5472281,-5.3064298,10020,5.36,4.998,8738,2
2026-05-28T19:07:27.498056+00:00,stratolink-3-eu,40.5472281,-5.3064298,10020,5.372,4.96,8738,2
2026-05-28T19:12:36.308305+00:00,stratolink-3-eu,40.5472281,-5.3064298,10020,5.36,4.974,8738,2
2026-05-28T19:17:44.37561+00:00,stratolink-3-eu,40.5472281,-5.3064298,10020,5.366,5,8738,2
2026-05-28T19:22:52.483996+00:00,stratolink-3-eu,40.5472281,-5.3064298,10020,5.36,4.954,8738,2
2026-05-28T19:28:00.735272+00:00,stratolink-3-eu,40.5472281,-5.3064298,10020,5.386,4.716,8738,2
2026-05-28T19:33:09.971164+00:00,stratolink-3-eu,40.5472281,-5.3064298,10020,4.444,3.646,8738,1
2026-05-28T19:43:13.302496+00:00,stratolink-3-eu,,,,3.374,3.116,2662,0
2026-05-28T19:58:20.366112+00:00,stratolink-3-eu,,,,3.322,1.426,81,0
