time,device_id,acoustic_event,battery_voltage,solar_voltage,rssi,snr,lora_sf,pressure,altitude_m,temperature
2026-06-02T07:11:39.336332+00:00,stratolink-2,0,4.66,0.008,-52,9.5,7,1015.6,49,23.5
2026-06-02T07:16:55.083443+00:00,stratolink-2,0,4.66,0.006,-52,9.75,7,1015.6,48,23.4
2026-06-02T07:22:10.090088+00:00,stratolink-2,0,4.664,0.008,-49,9,7,1015.5,27,23.3
2026-06-02T07:27:41.129028+00:00,stratolink-2,0,4.65,0.004,-54,10.25,7,1015.5,0,23.7
2026-06-02T07:32:57.069903+00:00,stratolink-2,0,4.66,0.006,-54,9.25,7,1015.5,22,23.4
2026-06-02T07:38:19.178181+00:00,stratolink-2,0,4.664,0.006,-53,9,7,1015.6,12,23.5
2026-06-02T07:43:29.116427+00:00,stratolink-2,0,4.664,0.006,-51,9.5,7,1015.5,5,23.2
2026-06-02T07:48:42.08107+00:00,stratolink-2,0,4.658,0.006,-50,7.5,7,1015.5,11,23.1
2026-06-02T07:53:57.089845+00:00,stratolink-2,0,4.66,0.006,-52,10,7,1015.6,0,23.2
2026-06-02T07:59:30.356312+00:00,stratolink-2,0,4.662,0.008,-53,9.75,7,1015.7,,23.6
2026-06-02T08:05:01.201092+00:00,stratolink-2,0,4.664,0.004,-53,9.75,7,1015.7,-60,23.5
2026-06-02T08:10:16.096722+00:00,stratolink-2,0,4.664,0.006,-53,10,7,1015.7,-67,23.2
2026-06-02T08:15:45.085776+00:00,stratolink-2,0,4.664,0.004,-54,10,7,1015.7,3,23.5
2026-06-02T08:21:18.078911+00:00,stratolink-2,0,4.664,0.006,-55,9.25,7,1015.7,21,23.6
2026-06-02T08:26:51.349192+00:00,stratolink-2,0,4.65,0.004,-54,10,7,1015.6,,23.5
2026-06-02T08:37:31.281567+00:00,stratolink-2,0,4.664,0.006,-54,9.75,7,1015.6,34,23.4
2026-06-02T08:42:56.590577+00:00,stratolink-2,0,4.66,0.006,-54,9,7,1015.6,-6,23.3
2026-06-02T08:48:11.140975+00:00,stratolink-2,0,4.664,0.004,-55,10.5,7,1015.6,-19,23
2026-06-02T08:53:24.389727+00:00,stratolink-2,0,4.65,0.006,-54,9.5,7,1015.6,39,23
2026-06-02T08:58:41.085728+00:00,stratolink-2,0,4.662,0.006,-55,9,7,1015.5,-13,23
2026-06-02T09:03:52.076916+00:00,stratolink-2,0,4.668,0.006,-54,10.75,7,1015.5,-14,22.8
2026-06-02T09:09:00.07892+00:00,stratolink-2,0,4.67,0.006,-53,9.25,7,1015.4,9,22.8
2026-06-02T09:14:07.08426+00:00,stratolink-2,0,4.65,0.006,-52,7.25,7,1015.3,37,22.7
2026-06-02T09:19:23.103834+00:00,stratolink-2,0,4.67,0.006,-54,10.25,7,1015.2,-18,22.9
2026-06-02T09:24:32.15304+00:00,stratolink-2,0,4.664,0.006,-55,9.25,7,1015.3,19,22.7
2026-06-02T09:29:42.097512+00:00,stratolink-2,0,4.658,0.004,-52,8.75,7,1015.3,-27,22.7
2026-06-02T09:34:52.577606+00:00,stratolink-2,0,4.656,0.006,-55,10,7,1015.4,-49,22.7
2026-06-02T09:40:21.078414+00:00,stratolink-2,0,4.66,0.006,-57,9.75,7,1015.4,105,23.1
2026-06-02T09:45:30.093691+00:00,stratolink-2,0,4.658,0.004,-55,10.25,7,1015.3,-23,22.6
2026-06-02T09:51:01.2077+00:00,stratolink-2,0,4.658,0.006,-51,9.5,7,1015.3,-5,23.1
2026-06-02T09:56:13.09605+00:00,stratolink-2,0,4.666,0.008,-50,7,7,1015.3,2,22.6
2026-06-02T10:01:23.104681+00:00,stratolink-2,0,4.67,0.006,-52,9.5,7,1015.3,-51,22.5
2026-06-02T10:06:32.067217+00:00,stratolink-2,0,4.664,0.006,-55,10.5,7,1015.2,15,22.5
2026-06-02T10:11:38.072451+00:00,stratolink-2,0,4.664,0.006,-53,9.5,7,1015.3,14,22.5
2026-06-02T10:16:48.0923+00:00,stratolink-2,0,4.666,0.004,-52,9.25,7,1015.3,-28,22.5
2026-06-02T10:22:21.330872+00:00,stratolink-2,0,4.658,0.006,-55,10,7,1015.3,,23
2026-06-02T10:27:31.084774+00:00,stratolink-2,0,4.644,0.006,-52,9.5,7,1015.3,-7,22.5
2026-06-02T10:32:38.09566+00:00,stratolink-2,0,4.664,0.006,-53,9.75,7,1015.3,-14,22.4
2026-06-02T10:37:49.104217+00:00,stratolink-2,0,4.66,0.006,-53,7.75,7,1015.3,-19,22.5
2026-06-02T10:42:55.073343+00:00,stratolink-2,0,4.67,0.006,-51,9.5,7,1015.3,-21,22.3
2026-06-02T10:48:05.100123+00:00,stratolink-2,0,4.664,0.006,-51,8.5,7,1015.3,-31,22.4
2026-06-02T10:53:15.096973+00:00,stratolink-2,0,4.664,0.008,-53,10.25,7,1015.2,22,22.4
2026-06-02T10:58:34.327698+00:00,stratolink-2,0,4.668,0.006,-53,9.5,7,1015.2,40,22.6
2026-06-02T11:03:44.087471+00:00,stratolink-2,0,4.666,0.006,-55,9.5,7,1015.2,-119,22.3
2026-06-02T11:08:55.097812+00:00,stratolink-2,0,4.668,0.004,-54,9.25,7,1015.2,-15,22.4
2026-06-02T11:14:01.092063+00:00,stratolink-2,0,4.662,0.006,-49,9.25,7,1015.2,6,22.3
2026-06-02T11:19:32.083684+00:00,stratolink-2,0,4.672,0.006,-51,7.25,7,1015.3,1,22.8
2026-06-02T11:24:42.091167+00:00,stratolink-2,0,4.672,0.008,-52,10.25,7,1015.2,-2,22.3
2026-06-02T11:29:53.097842+00:00,stratolink-2,0,4.664,0.006,-51,8.75,7,1015.3,-109,22.3
2026-06-02T11:35:05.123883+00:00,stratolink-2,0,4.664,0.006,-53,10.25,7,1015.2,49,22.3
2026-06-02T11:40:14.069391+00:00,stratolink-2,0,4.658,0.006,-53,9.25,7,1015.2,-88,22.2
2026-06-02T11:45:47.181293+00:00,stratolink-2,0,4.66,0.004,-53,10,7,1015.3,,22.7
2026-06-02T11:50:57.079479+00:00,stratolink-2,0,4.664,0.004,-51,10,7,1015.3,-55,22.2
2026-06-02T11:56:08.102816+00:00,stratolink-2,0,4.654,0.008,-49,8.5,7,1015.1,-31,22.2
2026-06-02T12:01:23.089643+00:00,stratolink-2,0,4.664,0.006,-51,7.75,7,1015.3,-24,22.2
2026-06-02T12:06:43.089497+00:00,stratolink-2,0,4.666,0.008,-53,10.25,7,1015.4,-9,22.4
2026-06-02T12:11:53.103035+00:00,stratolink-2,0,4.654,0.004,-53,9.5,7,1015.3,-19,22.1
2026-06-02T12:17:05.100517+00:00,stratolink-2,0,4.672,0.006,-51,9.25,7,1015.4,0,22.1
2026-06-02T12:22:24.103842+00:00,stratolink-2,0,4.66,0.002,-54,10,7,1015.3,26,22.2
2026-06-02T12:27:57.224559+00:00,stratolink-2,0,4.66,0.002,-53,9.25,7,1015.5,,22.5
2026-06-02T12:33:31.19111+00:00,stratolink-2,0,4.66,0.006,-53,9.5,7,1015.6,,22.5
2026-06-02T12:38:49.088788+00:00,stratolink-2,0,4.664,0.006,-53,11,7,1015.7,-60,22.2
2026-06-02T12:43:56.09129+00:00,stratolink-2,0,4.656,0.004,-51,7.25,7,1015.7,-20,21.9
2026-06-02T12:49:03.103351+00:00,stratolink-2,0,4.658,0.006,-51,9.25,7,1015.8,11,21.9
2026-06-02T12:54:10.138496+00:00,stratolink-2,0,4.664,0.006,-52,9.25,7,1015.7,-12,21.9
2026-06-02T12:59:17.076195+00:00,stratolink-2,0,4.66,0.004,-51,8.75,7,1015.8,5,21.9
2026-06-02T13:04:26.075206+00:00,stratolink-2,0,4.67,0.008,-51,9.5,7,1015.9,19,21.9
2026-06-02T13:09:42.135582+00:00,stratolink-2,0,4.668,0.006,-53,9.75,7,1015.7,-5,22
2026-06-02T13:14:50.083624+00:00,stratolink-2,0,4.662,0.006,-54,9.5,7,1015.8,-17,21.8
2026-06-02T13:19:57.160982+00:00,stratolink-2,0,4.66,0.004,-51,10,7,1015.9,-12,21.8
2026-06-02T13:25:06.094246+00:00,stratolink-2,0,4.664,0.006,-48,7.75,7,1016,-62,21.8
2026-06-02T13:30:14.110194+00:00,stratolink-2,0,4.662,0.002,-53,9.25,7,1015.9,21,21.8
2026-06-02T13:35:22.112447+00:00,stratolink-2,0,4.67,0.006,-53,10.25,7,1016,-11,21.8
2026-06-02T13:40:39.097503+00:00,stratolink-2,0,4.664,0.006,-52,9.75,7,1016,-3,22
2026-06-02T13:51:02.100139+00:00,stratolink-2,0,4.658,0.004,-54,9.25,7,1016,71,21.9
2026-06-02T13:56:11.109464+00:00,stratolink-2,0,4.664,0.004,-54,10,7,1016,12,21.9
2026-06-02T14:01:29.08281+00:00,stratolink-2,0,4.664,0.004,-52,9.75,7,1016.1,73,22.1
2026-06-02T14:06:39.274418+00:00,stratolink-2,0,4.66,0.004,-51,6.75,7,1016.1,90,22
2026-06-02T14:11:52.10693+00:00,stratolink-2,0,4.658,0.006,-53,9.25,7,1016,128,22.1
2026-06-02T14:17:26.20125+00:00,stratolink-2,0,4.662,0.004,-55,10,7,1015.9,,22.6
2026-06-02T14:22:59.180954+00:00,stratolink-2,0,4.662,0.006,-53,10,7,1015.7,,22.7
2026-06-02T14:28:33.344796+00:00,stratolink-2,0,4.66,0.006,-53,10,7,1016,,22.7
2026-06-02T14:33:52.092013+00:00,stratolink-2,0,4.664,0.004,-55,9.75,7,1016,13,22.4
2026-06-02T14:39:25.243378+00:00,stratolink-2,0,4.664,0.006,-55,9.25,7,1015.9,,22.7
2026-06-02T14:44:35.086251+00:00,stratolink-2,0,4.664,0.006,-51,11,7,1015.9,-5,22.4
2026-06-02T14:49:58.084549+00:00,stratolink-2,0,4.666,0.006,-53,7,7,1015.8,15,22.8
2026-06-02T14:55:05.6877+00:00,stratolink-2,0,4.658,0.006,-49,9,7,1015.6,-5,22.6
2026-06-02T15:00:15.083814+00:00,stratolink-2,0,4.65,0.008,-52,9,7,1015.8,-17,22.7
2026-06-02T15:05:29.069688+00:00,stratolink-2,0,4.664,0.006,-53,9.5,7,1015.9,118,22.7
2026-06-02T15:10:42.093294+00:00,stratolink-2,0,4.66,0.006,-50,9,7,1015.9,16,22.8
2026-06-02T15:15:49.091944+00:00,stratolink-2,0,4.674,0.004,-53,8.25,7,1015.8,-27,22.7
2026-06-02T15:21:16.084436+00:00,stratolink-2,0,4.658,0.006,-54,9.25,7,1015.5,108,23.9
2026-06-02T15:26:34.094531+00:00,stratolink-2,0,4.664,0.006,-53,10.25,7,1015.4,48,23.7
2026-06-02T15:31:45.086478+00:00,stratolink-2,0,4.664,0.006,-49,6.75,7,1015.4,-40,23.4
2026-06-02T15:36:59.089409+00:00,stratolink-2,0,4.664,0.006,-52,9.25,7,1015.5,120,23.8
2026-06-02T15:42:32.381712+00:00,stratolink-2,0,4.658,0.006,-54,9.25,7,1015.3,-49,24.6
2026-06-02T15:47:42.092542+00:00,stratolink-2,0,4.658,0.006,-52,9.25,7,1015.3,25,24.4
2026-06-02T15:52:50.075891+00:00,stratolink-2,0,4.658,0.006,-54,10.25,7,1015.5,-11,24.8
2026-06-02T15:58:04.095544+00:00,stratolink-2,0,4.664,0.004,-55,10,7,1015,-29,25.1
2026-06-02T16:03:13.069175+00:00,stratolink-2,0,4.666,0.006,-52,9.75,7,1014.8,-25,25.7
2026-06-02T16:08:27.079928+00:00,stratolink-2,0,4.666,0.006,-53,10,7,1014.9,58,25.4
2026-06-02T16:13:36.096751+00:00,stratolink-2,0,4.658,0.008,-50,7,7,1014.9,58,26.3
2026-06-02T16:18:49.282767+00:00,stratolink-2,0,4.666,0.008,-53,10.5,7,1015,-90,26.4
2026-06-02T16:23:59.088669+00:00,stratolink-2,0,4.664,0.006,-54,10,7,1014.1,139,27.5
2026-06-02T16:29:32.103443+00:00,stratolink-2,0,4.664,0.006,-54,10,7,1014.6,165,27.1
2026-06-02T16:35:06.192315+00:00,stratolink-2,0,4.66,0.008,-54,10.25,7,1014.2,,27.7
2026-06-02T16:40:40.18007+00:00,stratolink-2,0,4.666,0.006,-54,8.5,7,1014.7,,27.7
2026-06-02T16:45:50.248123+00:00,stratolink-2,0,4.662,0.006,-54,10,7,1015.3,-57,26.5
2026-06-02T16:51:00.083231+00:00,stratolink-2,0,4.658,0.004,-50,8.75,7,1015.8,-32,26.2
2026-06-02T16:56:13.093605+00:00,stratolink-2,0,4.66,0.006,-53,7,7,1015.2,-21,26.8
2026-06-02T17:01:45.196987+00:00,stratolink-2,0,4.672,0.006,-51,10.25,7,1015.8,12,26.9
2026-06-02T17:06:54.093303+00:00,stratolink-2,0,4.664,0.006,-55,9.75,7,1016,35,26.3
2026-06-02T19:41:51.573048+00:00,stratolink-2,0,4.666,3.846,-55,11.75,9,1017.2,,30.9
2026-06-02T19:43:01.489876+00:00,stratolink-2,0,4.664,1.472,-69,11.25,9,1017.2,,31
2026-06-02T20:03:15.350463+00:00,stratolink-2,0,4.658,3.852,-67,13,9,1017.2,-2,29.8
2026-06-02T20:23:28.33094+00:00,stratolink-2,0,4.664,3.864,-67,9,9,1017.3,-16,29.2
2026-06-02T20:43:41.3359+00:00,stratolink-2,0,4.666,3.866,-67,11.5,9,1017.4,-9,29.3
2026-06-02T21:03:54.363762+00:00,stratolink-2,0,4.666,3.97,-67,10.25,9,1017.3,-12,29.2
2026-06-02T21:24:07.353395+00:00,stratolink-2,0,4.654,3.936,-67,10.75,9,1017.2,-4,29
2026-06-02T21:44:23.989394+00:00,stratolink-2,0,4.664,3.712,-64,12,9,1017.1,0,28.1
2026-06-02T22:04:47.328929+00:00,stratolink-2,0,4.658,3.394,-69,11.25,9,1017.1,1,28.1
