time,device_id,region,gps_class,balloon_lat,balloon_lon,balloon_alt,spreading_factor,frequency_hz,gateway_id,gateway_lat,gateway_lon,gateway_alt,rssi,snr,anonymized,gc_km,slant_km,elev_gw_deg,depr_balloon_deg,fresh,band,is_prelaunch
2026-05-17 21:30:17.007547+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7,904300000.0,packetbroker,34.51642256207313,-120.45803904533388,50.0,-112.0,-1.2,True,254.2621487314827,254.4772504162121,0.40425161975940066,2.690882900545232,False,US915,False
2026-05-17 21:30:17.007547+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7,904300000.0,packetbroker,,,,-114.0,-5.0,True,,,,,False,US915,False
2026-05-17 21:30:17.007547+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7,904300000.0,packetbroker,34.490621,-120.463011,310.0,-111.0,-8.0,True,256.7291163767595,256.9425948087808,0.32031459162339065,2.629131814809838,False,US915,False
2026-05-17 21:30:17.007547+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7,904300000.0,packetbroker,33.99601774009769,-119.7169715166092,,-108.0,3.0,True,336.43415049355804,336.6490202676922,-0.3347120885675683,2.690908737344601,False,US915,False
2026-05-17 21:35:25.510978+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7,904500000.0,packetbroker,34.490621,-120.463011,310.0,-109.0,-4.5,True,256.7291163767595,256.9425948087808,0.32031459162339065,2.629131814809838,False,US915,False
2026-05-17 21:35:25.510978+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7,904500000.0,packetbroker,34.022353000714745,-119.87009102350135,,-110.0,4.0,True,327.10937627032877,327.3243720901643,-0.2591932020173076,2.6825680304340813,False,US915,False
2026-05-17 21:35:25.510978+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7,904500000.0,packetbroker,34.51642256207313,-120.45803904533388,50.0,-111.0,-0.8,True,254.2621487314827,254.4772504162121,0.40425161975940066,2.690882900545232,False,US915,False
2026-05-17 21:35:25.510978+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7,904500000.0,packetbroker,34.459499,-120.446017,30.0,-112.0,-1.8,True,260.52279288712685,260.7379308819165,0.34331254758588037,2.6862470761634185,False,US915,False
2026-05-17 21:35:25.510978+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7,904500000.0,packetbroker,33.99601774009769,-119.7169715166092,,-113.0,1.2,True,336.43415049355804,336.6490202676922,-0.3347120885675683,2.690908737344601,False,US915,False
2026-05-17 21:38:52.599679+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7,903900000.0,packetbroker,34.51642256207313,-120.45803904533388,50.0,-111.0,1.8,True,254.2621487314827,254.4772504162121,0.40425161975940066,2.690882900545232,False,US915,False
2026-05-17 21:38:52.599679+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7,903900000.0,packetbroker,34.490621,-120.463011,310.0,-111.0,-0.5,True,256.7291163767595,256.9425948087808,0.32031459162339065,2.629131814809838,False,US915,False
2026-05-17 21:38:52.599679+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7,903900000.0,packetbroker,34.022353000714745,-119.87009102350135,,-112.0,3.8,True,327.10937627032877,327.3243720901643,-0.2591932020173076,2.6825680304340813,False,US915,False
2026-05-17 21:38:52.599679+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7,903900000.0,packetbroker,33.99601774009769,-119.7169715166092,,-113.0,0.8,True,336.43415049355804,336.6490202676922,-0.3347120885675683,2.690908737344601,False,US915,False
2026-05-17 21:44:00.162309+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7,904100000.0,packetbroker,34.459499,-120.446017,30.0,-111.0,-1.2,True,260.52279288712685,260.7379308819165,0.34331254758588037,2.6862470761634185,False,US915,False
2026-05-17 21:44:00.162309+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7,904100000.0,packetbroker,,,,-117.0,-2.0,True,,,,,False,US915,False
2026-05-17 21:44:00.162309+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7,904100000.0,packetbroker,33.99601774009769,-119.7169715166092,,-115.0,-5.0,True,336.43415049355804,336.6490202676922,-0.3347120885675683,2.690908737344601,False,US915,False
2026-05-17 21:44:00.162309+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7,904100000.0,packetbroker,34.490621,-120.463011,310.0,-111.0,-1.8,True,256.7291163767595,256.9425948087808,0.32031459162339065,2.629131814809838,False,US915,False
2026-05-17 21:44:00.162309+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7,904100000.0,packetbroker,34.022353000714745,-119.87009102350135,,-112.0,,True,327.10937627032877,327.3243720901643,-0.2591932020173076,2.6825680304340813,False,US915,False
2026-05-17 21:44:00.162309+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7,904100000.0,packetbroker,34.51642256207313,-120.45803904533388,50.0,-112.0,0.8,True,254.2621487314827,254.4772504162121,0.40425161975940066,2.690882900545232,False,US915,False
2026-05-17 21:49:08.373150+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7,904300000.0,packetbroker,34.51642256207313,-120.45803904533388,50.0,-112.0,-4.5,True,254.2621487314827,254.4772504162121,0.40425161975940066,2.690882900545232,False,US915,False
2026-05-17 21:49:08.373150+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7,904300000.0,packetbroker,34.022353000714745,-119.87009102350135,,-109.0,2.0,True,327.10937627032877,327.3243720901643,-0.2591932020173076,2.6825680304340813,False,US915,False
2026-05-17 21:49:08.373150+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7,904300000.0,packetbroker,34.459499,-120.446017,30.0,-112.0,-5.0,True,260.52279288712685,260.7379308819165,0.34331254758588037,2.6862470761634185,False,US915,False
2026-05-17 21:49:08.373150+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7,904300000.0,packetbroker,34.490621,-120.463011,310.0,-112.0,-7.8,True,256.7291163767595,256.9425948087808,0.32031459162339065,2.629131814809838,False,US915,False
2026-05-17 21:49:08.373150+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7,904300000.0,packetbroker,,,,-113.0,-1.0,True,,,,,False,US915,False
2026-05-17 21:51:22.895569+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7,903900000.0,packetbroker,,,,-117.0,-2.0,True,,,,,False,US915,False
2026-05-17 21:51:22.895569+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7,903900000.0,packetbroker,34.51642256207313,-120.45803904533388,50.0,-115.0,-7.0,True,254.2621487314827,254.4772504162121,0.40425161975940066,2.690882900545232,False,US915,False
2026-05-17 21:51:22.895569+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7,903900000.0,packetbroker,33.99601774009769,-119.7169715166092,,-118.0,-2.8,True,336.43415049355804,336.6490202676922,-0.3347120885675683,2.690908737344601,False,US915,False
2026-05-17 21:51:22.895569+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7,903900000.0,packetbroker,34.022353000714745,-119.87009102350135,,-107.0,-2.2,True,327.10937627032877,327.3243720901643,-0.2591932020173076,2.6825680304340813,False,US915,False
2026-05-17 21:51:22.895569+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7,903900000.0,packetbroker,34.459499,-120.446017,30.0,-114.0,-5.5,True,260.52279288712685,260.7379308819165,0.34331254758588037,2.6862470761634185,False,US915,False
2026-05-17 21:55:24.008252+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7,903900000.0,packetbroker,34.459499,-120.446017,30.0,-113.0,-2.5,True,260.52279288712685,260.7379308819165,0.34331254758588037,2.6862470761634185,False,US915,False
2026-05-17 21:55:24.008252+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7,903900000.0,packetbroker,34.022353000714745,-119.87009102350135,,-106.0,6.0,True,327.10937627032877,327.3243720901643,-0.2591932020173076,2.6825680304340813,False,US915,False
2026-05-17 22:00:31.966891+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7,904100000.0,packetbroker,34.022353000714745,-119.87009102350135,,-110.0,4.0,True,327.10937627032877,327.3243720901643,-0.2591932020173076,2.6825680304340813,False,US915,False
2026-05-17 22:00:31.966891+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7,904100000.0,packetbroker,34.459499,-120.446017,30.0,-112.0,-7.0,True,260.52279288712685,260.7379308819165,0.34331254758588037,2.6862470761634185,False,US915,False
2026-05-17 22:00:31.966891+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7,904100000.0,packetbroker,34.51642256207313,-120.45803904533388,50.0,-114.0,-5.5,True,254.2621487314827,254.4772504162121,0.40425161975940066,2.690882900545232,False,US915,False
2026-05-17 22:00:31.966891+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7,904100000.0,packetbroker,,,,-115.0,-8.2,True,,,,,False,US915,False
2026-05-17 22:00:31.966891+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7,904100000.0,packetbroker,33.99601774009769,-119.7169715166092,,-115.0,-6.5,True,336.43415049355804,336.6490202676922,-0.3347120885675683,2.690908737344601,False,US915,False
2026-05-17 22:05:39.980187+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7,904300000.0,packetbroker,34.51642256207313,-120.45803904533388,50.0,-116.0,-6.8,True,254.2621487314827,254.4772504162121,0.40425161975940066,2.690882900545232,False,US915,False
2026-05-17 22:05:39.980187+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7,904300000.0,packetbroker,,,,-118.0,-6.0,True,,,,,False,US915,False
2026-05-17 22:10:48.180366+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7,904500000.0,packetbroker,34.022353000714745,-119.87009102350135,,-105.0,5.5,True,327.10937627032877,327.3243720901643,-0.2591932020173076,2.6825680304340813,False,US915,False
2026-05-17 22:10:48.180366+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7,904500000.0,packetbroker,33.99601774009769,-119.7169715166092,,-108.0,4.2,True,336.43415049355804,336.6490202676922,-0.3347120885675683,2.690908737344601,False,US915,False
2026-05-17 22:10:48.180366+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7,904500000.0,packetbroker,,,,-114.0,-2.5,True,,,,,False,US915,False
2026-05-17 22:10:48.180366+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7,904500000.0,packetbroker,34.51642256207313,-120.45803904533388,50.0,-116.0,-3.8,True,254.2621487314827,254.4772504162121,0.40425161975940066,2.690882900545232,False,US915,False
2026-05-17 22:15:56.208859+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7,904700000.0,packetbroker,33.99601774009769,-119.7169715166092,,-112.0,1.2,True,336.43415049355804,336.6490202676922,-0.3347120885675683,2.690908737344601,False,US915,False
2026-05-17 22:21:04.183698+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7,904900000.0,packetbroker,34.022353000714745,-119.87009102350135,,-115.0,-4.5,True,327.10937627032877,327.3243720901643,-0.2591932020173076,2.6825680304340813,False,US915,False
2026-05-17 22:21:04.183698+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7,904900000.0,packetbroker,33.99601774009769,-119.7169715166092,,-114.0,-2.0,True,336.43415049355804,336.6490202676922,-0.3347120885675683,2.690908737344601,False,US915,False
2026-05-17 22:26:12.293307+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7,905100000.0,packetbroker,33.99601774009769,-119.7169715166092,,-112.0,,True,336.43415049355804,336.6490202676922,-0.3347120885675683,2.690908737344601,False,US915,False
2026-05-17 22:26:12.293307+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7,905100000.0,packetbroker,34.022353000714745,-119.87009102350135,,-113.0,2.0,True,327.10937627032877,327.3243720901643,-0.2591932020173076,2.6825680304340813,False,US915,False
2026-05-17 22:26:12.293307+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7,905100000.0,packetbroker,34.459499,-120.446017,30.0,-113.0,-7.5,True,260.52279288712685,260.7379308819165,0.34331254758588037,2.6862470761634185,False,US915,False
2026-05-17 22:26:12.293307+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7,905100000.0,packetbroker,34.51642256207313,-120.45803904533388,50.0,-115.0,-8.8,True,254.2621487314827,254.4772504162121,0.40425161975940066,2.690882900545232,False,US915,False
2026-05-17 22:31:20.238227+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7,905300000.0,packetbroker,33.99601774009769,-119.7169715166092,,-113.0,1.5,True,336.43415049355804,336.6490202676922,-0.3347120885675683,2.690908737344601,False,US915,False
2026-05-17 22:36:28.290700+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7,903900000.0,packetbroker,33.99601774009769,-119.7169715166092,,-113.0,-0.5,True,336.43415049355804,336.6490202676922,-0.3347120885675683,2.690908737344601,False,US915,False
2026-05-17 22:41:36.546770+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7,904100000.0,packetbroker,33.814075,-118.257278,,-113.0,-5.25,True,433.22459876914576,433.4317501560652,-1.0332380968799344,2.8628389405150245,False,US915,False
2026-05-17 22:41:36.546770+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7,904100000.0,packetbroker,33.99601774009769,-119.7169715166092,,-118.0,-8.5,True,336.43415049355804,336.6490202676922,-0.3347120885675683,2.690908737344601,False,US915,False
2026-05-17 22:41:36.546770+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7,904100000.0,621793161295,,,,-122.0,-7.5,False,,,,,False,US915,False
2026-05-17 22:46:44.700502+00:00,stratolink-3,US,STALE,36.6159551,-121.5718565,6924.0,7,904300000.0,packetbroker,33.814075,-118.257278,,-114.0,-3.75,True,433.22459876914576,433.4317501560652,-1.0332380968799344,2.8628389405150245,False,US915,False
2026-05-17 22:56:52.518379+00:00,stratolink-3,US,FRESH,33.5444616,-119.0023054,9744.0,7,904700000.0,packetbroker,33.814075,-118.257278,,-117.0,-6.75,True,75.17486242787918,75.86028608438967,7.041679095036483,7.717741941252664,True,US915,False
2026-05-17 23:22:32.790467+00:00,stratolink-3,US,STALE,33.5444616,-119.0023054,9744.0,7,904100000.0,packetbroker,33.814075,-118.257278,,-115.0,-2.75,True,75.17486242787918,75.86028608438967,7.041679095036483,7.717741941252664,False,US915,False
2026-05-17 23:37:56.547067+00:00,stratolink-3,US,STALE,33.5444616,-119.0023054,9744.0,7,904700000.0,2202-dev1,33.46823311421213,-117.62623786926271,45.0,-115.0,-9.0,False,127.86542918210145,128.32852407271702,3.759338591906763,4.909258434705707,False,US915,False
2026-05-18 00:08:45.527149+00:00,stratolink-3,US,STALE,33.5444616,-119.0023054,9744.0,7,904300000.0,2202-dev1,33.46823311421213,-117.62623786926271,45.0,-114.0,-8.8,False,127.86542918210145,128.32852407271702,3.759338591906763,4.909258434705707,False,US915,False
2026-05-18 00:29:11.830424+00:00,stratolink-3,US,FRESH,32.8720291,-118.3905433,9621.0,7,905100000.0,agritek-a5fa,31.94268856,-116.29838075,100.0,-120.0,-6.2,False,221.9264156392284,222.28842893684535,1.4565415827187431,3.4523710310462086,True,US915,False
2026-05-18 00:34:19.784495+00:00,stratolink-3,US,STALE,32.8720291,-118.3905433,9621.0,7,905300000.0,agritek-a5fa,31.94268856,-116.29838075,100.0,-119.0,-6.5,False,221.9264156392284,222.28842893684535,1.4565415827187431,3.4523710310462086,False,US915,False
2026-05-18 00:44:36.525583+00:00,stratolink-3,US,STALE,32.8720291,-118.3905433,9621.0,7,904100000.0,gt-10,32.53891276951074,-116.94288298908596,,-115.0,-7.5,False,140.42386359857335,140.85596721967946,3.284901383558492,4.54776178442943,False,US915,False
2026-05-18 00:49:46.703387+00:00,stratolink-3,US,STALE,32.8720291,-118.3905433,9621.0,7,904300000.0,agritek-a5fa,31.94268856,-116.29838075,100.0,-119.0,-3.8,False,221.9264156392284,222.28842893684535,1.4565415827187431,3.4523710310462086,False,US915,False
2026-05-18 01:00:03.491212+00:00,stratolink-3,US,STALE,32.8720291,-118.3905433,9621.0,7,904700000.0,agritek-a5fa,31.94268856,-116.29838075,100.0,-118.0,-2.8,False,221.9264156392284,222.28842893684535,1.4565415827187431,3.4523710310462086,False,US915,False
2026-05-18 01:05:11.573582+00:00,stratolink-3,US,STALE,32.8720291,-118.3905433,9621.0,7,904900000.0,gt-10,32.53891276951074,-116.94288298908596,,-117.0,-5.8,False,140.42386359857335,140.85596721967946,3.284901383558492,4.54776178442943,False,US915,False
2026-05-18 01:10:20.468092+00:00,stratolink-3,US,STALE,32.8720291,-118.3905433,9621.0,7,905100000.0,citedi-rak01,,,,-109.0,-8.5,False,,,,,False,US915,False
2026-05-18 01:10:20.468092+00:00,stratolink-3,US,STALE,32.8720291,-118.3905433,9621.0,7,905100000.0,gt-10,32.53891276951074,-116.94288298908596,,-115.0,-1.2,False,140.42386359857335,140.85596721967946,3.284901383558492,4.54776178442943,False,US915,False
2026-05-18 01:15:29.705310+00:00,stratolink-3,US,STALE,32.8720291,-118.3905433,9621.0,7,905300000.0,agritek-a5fa,31.94268856,-116.29838075,100.0,-118.0,-5.0,False,221.9264156392284,222.28842893684535,1.4565415827187431,3.4523710310462086,False,US915,False
2026-05-18 01:20:37.465908+00:00,stratolink-3,US,STALE,32.8720291,-118.3905433,9621.0,7,903900000.0,agritek-a5fa,31.94268856,-116.29838075,100.0,-118.0,-4.0,False,221.9264156392284,222.28842893684535,1.4565415827187431,3.4523710310462086,False,US915,False
2026-05-18 01:25:45.265547+00:00,stratolink-3,US,STALE,32.8720291,-118.3905433,9621.0,7,904100000.0,gt-10,32.53891276951074,-116.94288298908596,,-117.0,-7.5,False,140.42386359857335,140.85596721967946,3.284901383558492,4.54776178442943,False,US915,False
2026-05-18 01:30:54.269827+00:00,stratolink-3,US,STALE,32.8720291,-118.3905433,9621.0,7,904300000.0,citedi-rak01,,,,-110.0,-9.3,False,,,,,False,US915,False
2026-05-18 01:36:03.725847+00:00,stratolink-3,US,STALE,32.8720291,-118.3905433,9621.0,7,904500000.0,citedi-rak01,,,,-107.0,-5.8,False,,,,,False,US915,False
2026-05-18 01:36:03.725847+00:00,stratolink-3,US,STALE,32.8720291,-118.3905433,9621.0,7,904500000.0,gt-10,32.53891276951074,-116.94288298908596,,-114.0,0.8,False,140.42386359857335,140.85596721967946,3.284901383558492,4.54776178442943,False,US915,False
2026-05-18 01:41:37.822621+00:00,stratolink-3,US,NOGPS,,,,7,904700000.0,agritek-a5fa,31.94268856,-116.29838075,100.0,-113.0,3.2,False,,,,,False,US915,False
2026-05-18 01:46:57.861875+00:00,stratolink-3,US,FRESH,32.2186566,-117.8586064,9648.0,7,904900000.0,agritek-a5fa,31.94268856,-116.29838075,100.0,-114.0,1.5,False,150.16500059270288,150.57937694057614,2.959988625985116,4.310453055502319,True,US915,False
2026-05-18 01:52:35.624699+00:00,stratolink-3,US,NOGPS,,,,7,905100000.0,gt-10,32.53891276951074,-116.94288298908596,,-114.0,1.5,False,,,,,False,US915,False
2026-05-18 01:58:08.403854+00:00,stratolink-3,US,NOGPS,,,,7,905300000.0,citedi-rak01,,,,-108.0,-3.0,False,,,,,False,US915,False
2026-05-18 01:58:08.403854+00:00,stratolink-3,US,NOGPS,,,,7,905300000.0,gt-10,32.53891276951074,-116.94288298908596,,-113.0,0.2,False,,,,,False,US915,False
2026-05-18 02:03:07.181669+00:00,stratolink-3,US,FRESH,32.0126413,-117.7218973,9682.0,7,903900000.0,citedi-rak01,,,,-109.0,-5.3,False,,,,,True,US915,False
2026-05-18 02:03:07.181669+00:00,stratolink-3,US,FRESH,32.0126413,-117.7218973,9682.0,7,903900000.0,gt-10,32.53891276951074,-116.94288298908596,,-115.0,-9.5,False,93.7453608415095,94.31399888983054,5.4705021964336975,6.3135733165281795,True,US915,False
2026-05-18 02:08:15.693863+00:00,stratolink-3,US,STALE,32.0126413,-117.7218973,9682.0,7,904100000.0,citedi-rak01,,,,-109.0,-6.0,False,,,,,False,US915,False
2026-05-18 02:13:23.871590+00:00,stratolink-3,US,STALE,32.0126413,-117.7218973,9682.0,7,904300000.0,citedi-rak01,,,,-109.0,-4.3,False,,,,,False,US915,False
2026-05-18 02:18:31.809138+00:00,stratolink-3,US,STALE,32.0126413,-117.7218973,9682.0,7,904500000.0,gt-10,32.53891276951074,-116.94288298908596,,-115.0,-1.5,False,93.7453608415095,94.31399888983054,5.4705021964336975,6.3135733165281795,False,US915,False
2026-05-18 02:18:31.809138+00:00,stratolink-3,US,STALE,32.0126413,-117.7218973,9682.0,7,904500000.0,citedi-rak01,,,,-107.0,-7.0,False,,,,,False,US915,False
2026-05-18 02:23:40.256089+00:00,stratolink-3,US,STALE,32.0126413,-117.7218973,9682.0,7,904700000.0,agritek-a5fa,31.94268856,-116.29838075,100.0,-119.0,-2.0,False,134.49269039771426,134.9340534801474,3.4671547319289373,4.676674884396423,False,US915,False
2026-05-18 02:28:39.170536+00:00,stratolink-3,US,NOGPS,,,,7,904900000.0,gt-10,32.53891276951074,-116.94288298908596,,-114.0,-2.8,False,,,,,False,US915,False
2026-05-18 02:43:39.781789+00:00,stratolink-3,US,NOGPS,,,,7,905100000.0,agritek-a5fa,31.94268856,-116.29838075,100.0,-119.0,-7.0,False,,,,,False,US915,False
2026-05-18 02:58:41.626864+00:00,stratolink-3,US,NOGPS,,,,7,905300000.0,agritek-a5fa,31.94268856,-116.29838075,100.0,-118.0,-1.0,False,,,,,False,US915,False
2026-05-19 13:58:18.576073+00:00,stratolink-3,US,FRESH,31.0028812,-111.7093083,9736.0,7,905100000.0,mmaker-xerocraft,32.22747589612853,-110.97387677703236,700.0,-120.0,-3.0,False,152.94200554634082,153.33003966888165,2.6905322582335436,4.065970858800408,True,US915,False
2026-05-19 14:08:34.129495+00:00,stratolink-3,US,STALE,31.0028812,-111.7093083,9736.0,7,903900000.0,mmaker-xerocraft,32.22747589612853,-110.97387677703236,700.0,-124.0,-7.8,False,152.94200554634082,153.33003966888165,2.6905322582335436,4.065970858800408,False,US915,False
2026-05-19 16:15:11.280776+00:00,stratolink-3,US,NOGPS,,,,7,903900000.0,mmaker-xerocraft,32.22747589612853,-110.97387677703236,700.0,-119.0,-4.2,False,,,,,False,US915,False
2026-05-19 22:28:54.341760+00:00,stratolink-3,US,FRESH,34.7793016,-106.1268084,9814.0,7,903900000.0,unm-gateway-2,,,,-119.0,-3.5,False,,,,,True,US915,False
2026-05-19 22:39:27.489014+00:00,stratolink-3,US,NOGPS,,,,7,903900000.0,unm-gateway-2,,,,-117.0,0.8,False,,,,,False,US915,False
2026-05-19 22:45:00.950390+00:00,stratolink-3,US,NOGPS,,,,7,904100000.0,unm-gateway-2,,,,-116.0,-1.8,False,,,,,False,US915,False
2026-05-19 22:50:32.910237+00:00,stratolink-3,US,NOGPS,,,,7,904300000.0,unm-gateway-2,,,,-115.0,1.2,False,,,,,False,US915,False
2026-05-19 22:56:06.188202+00:00,stratolink-3,US,NOGPS,,,,7,904500000.0,unm-gateway-2,,,,-118.0,-3.2,False,,,,,False,US915,False
2026-05-19 23:01:39.159171+00:00,stratolink-3,US,NOGPS,,,,7,904700000.0,unm-gateway-2,,,,-119.0,-5.2,False,,,,,False,US915,False
2026-05-19 23:07:11.655324+00:00,stratolink-3,US,NOGPS,,,,7,904900000.0,unm-gateway-2,,,,-118.0,-3.5,False,,,,,False,US915,False
2026-05-19 23:12:43.954244+00:00,stratolink-3,US,NOGPS,,,,7,905100000.0,unm-gateway-2,,,,-119.0,-6.5,False,,,,,False,US915,False
2026-05-19 23:18:16.795767+00:00,stratolink-3,US,NOGPS,,,,7,905300000.0,unm-gateway-2,,,,-119.0,-5.2,False,,,,,False,US915,False
2026-05-19 23:19:12.480382+00:00,stratolink-3,US,NOGPS,,,,7,903900000.0,unm-gateway-2,,,,-119.0,-5.0,False,,,,,False,US915,False
2026-05-19 23:24:45.237735+00:00,stratolink-3,US,NOGPS,,,,7,904100000.0,unm-gateway-2,,,,-117.0,-5.5,False,,,,,False,US915,False
2026-05-19 23:30:18.381326+00:00,stratolink-3,US,NOGPS,,,,7,904300000.0,unm-gateway-2,,,,-118.0,-2.0,False,,,,,False,US915,False
2026-05-28 07:38:01.361177+00:00,stratolink-3-eu,EU,FRESH,40.3360686,-6.9306294,9966.0,7,868100000.0,ctaex-lora-one,,,,-115.0,-4.0,False,,,,,True,EU868,False
2026-05-28 07:38:01.361177+00:00,stratolink-3-eu,EU,FRESH,40.3360686,-6.9306294,9966.0,7,868100000.0,ext-sg50-024,,,,-115.0,2.2,False,,,,,True,EU868,False
2026-05-28 07:38:01.361177+00:00,stratolink-3-eu,EU,FRESH,40.3360686,-6.9306294,9966.0,7,868100000.0,ext-sg50-028,,,,-115.0,1.5,False,,,,,True,EU868,False
2026-05-28 07:38:01.361177+00:00,stratolink-3-eu,EU,FRESH,40.3360686,-6.9306294,9966.0,7,868100000.0,ext-sg50-016,,,,-116.0,-5.0,False,,,,,True,EU868,False
2026-05-28 07:38:01.361177+00:00,stratolink-3-eu,EU,FRESH,40.3360686,-6.9306294,9966.0,7,868100000.0,niharramikrotik,40.589325292876616,-4.838257133960725,1131.0,-117.0,-6.5,False,179.2370108968522,179.60458362679586,2.0133605913140857,3.625275529640587,True,EU868,False
2026-05-28 07:38:01.361177+00:00,stratolink-3-eu,EU,FRESH,40.3360686,-6.9306294,9966.0,7,868100000.0,mtcdtip02-l4e1-1,,,,-110.0,-5.8,False,,,,,True,EU868,False
2026-05-28 07:38:01.361177+00:00,stratolink-3-eu,EU,FRESH,40.3360686,-6.9306294,9966.0,7,868100000.0,eui-fcc23dfffe2de1ed,,,,-118.0,-3.0,False,,,,,True,EU868,False
2026-05-28 07:38:01.361177+00:00,stratolink-3-eu,EU,FRESH,40.3360686,-6.9306294,9966.0,7,868100000.0,ext-sg50-022,,,,-118.0,-1.8,False,,,,,True,EU868,False
2026-05-28 07:38:01.361177+00:00,stratolink-3-eu,EU,FRESH,40.3360686,-6.9306294,9966.0,7,868100000.0,mitigasmart-cc,,,,-118.0,-5.8,False,,,,,True,EU868,False
2026-05-28 07:38:01.361177+00:00,stratolink-3-eu,EU,FRESH,40.3360686,-6.9306294,9966.0,7,868100000.0,sg50-eui-c0ba1ffffe004945,,,,-118.0,-4.5,False,,,,,True,EU868,False
2026-05-28 07:38:01.361177+00:00,stratolink-3-eu,EU,FRESH,40.3360686,-6.9306294,9966.0,7,868100000.0,m2-vicente,38.689984,-6.646836,258.0,-122.0,-8.5,False,184.64811321534685,185.04458180700667,2.1766858899973074,3.837263973376063,True,EU868,False
2026-05-28 07:38:01.361177+00:00,stratolink-3-eu,EU,FRESH,40.3360686,-6.9306294,9966.0,7,868100000.0,cicytex-lo-santa-amalia,,,,-114.0,-8.2,False,,,,,True,EU868,False
2026-05-28 07:38:01.361177+00:00,stratolink-3-eu,EU,FRESH,40.3360686,-6.9306294,9966.0,7,868100000.0,cicytex-unex-2,,,,-117.0,-5.2,False,,,,,True,EU868,False
2026-05-28 07:38:01.361177+00:00,stratolink-3-eu,EU,FRESH,40.3360686,-6.9306294,9966.0,7,868100000.0,ext-sg50-023,,,,-113.0,4.5,False,,,,,True,EU868,False
